id;Full Name;Title;Genre;isLoaned;isReviewed;ratedAt
1228;Dario Pecarov;Creatura ;P22_PROSE_FICTION;;;V
1229;Dario Pecarov;Creatura ;P22_PROSE_FICTION;;;I
1230;Dario Pecarov;O istorie a lucrurilor de la Inceput ;P22_PROSE_FICTION;;;II
1231;Dario Pecarov;O istorie a lucrurilor de la Inceput ;P22_PROSE_FICTION;;;III
1232;Dario Pecarov;Vanatorul ;P22_PROSE_FICTION;;;IV
1233;Dario Pecarov;Vanatorul 09 ;P22_PROSE_FICTION;;;V
1234;Dario Pecarov;Zeificatorii ;P22_PROSE_FICTION;;;I
1235;Dario Pecarov;Zeificatorii ;P22_PROSE_FICTION;;;II
1236;Daris Basarab;Ecvestra ;P29_ENGLISH_LITERATURE;;;III
1237;Daris Basarab;Ecvestra ;P29_ENGLISH_LITERATURE;;;IV
1238;Daris Basarab;Surpriza ;P29_ENGLISH_LITERATURE;;;V
1239;Daris Basarab;Surpriza ;P29_ENGLISH_LITERATURE;;;I
1240;Darius Luca Hupov;Sonda ;P22_PROSE_FICTION;;;II
1241;Darius Luca Hupov;Sonda ;P22_PROSE_FICTION;;;III
1242;Daryl Gregory;Damasc;P22_PROSE_FICTION;;;IV
1243;Daryl Gregory;Damasc;P22_PROSE_FICTION;;;V
1244;Dashiell Hammett;Cheia de sticla;P20_DRAMA;;;I
1245;Dashiell Hammett;Cheia de sticla;P20_DRAMA;;;II
1246;Dashiell Hammett;Continental detective agency ;P20_DRAMA;;;III
1247;Dashiell Hammett;Continental detective agency ;P20_DRAMA;;;IV
1248;Dashiell Hammett;Criminal In toata legea1.0 ;P20_DRAMA;;;I
1249;Dashiell Hammett;Criminal In toata legea1.0 ;P20_DRAMA;;;II
1250;Dashiell Hammett;Disparut fara urma;P20_DRAMA;;;III
1251;Dashiell Hammett;Disparut fara urma;P20_DRAMA;;;IV
1252;Dashiell Hammett;soimul maltez ;P20_DRAMA;;;V
1253;Dashiell Hammett;soimul maltez ;P20_DRAMA;;;I
1254;Dashiell Hammett;Un as al copoilor;P20_DRAMA;;;II
1255;Dashiell Hammett;Un as al copoilor;P20_DRAMA;;;III
1256;Dashiell Hammett;Un om subtire;P20_DRAMA;;;IV
1257;Dashiell Hammett;Un om subtire 1.1 ;P20_DRAMA;;;V
1258;Dave Eggers;O holograma pentru rege;P41_ADVENTURE;;;I
1259;Dave Eggers;O holograma pentru rege;P41_ADVENTURE;;;II
1260;Dave Eggers;Sa te tii alergatura;P41_ADVENTURE;;;III
1261;Dave Eggers;Sa te tii alergatura;P41_ADVENTURE;;;IV
1262;David Anthony Durham;Mandria Cartaginei;P41_ADVENTURE;;;V
1263;David Anthony Durham;Mandria Cartaginei;P41_ADVENTURE;;;I
1264;David Baldacci;Jocul orelor;P42_THRILLER;;;II
1265;David Baldacci;Jocul Orelor;P42_THRILLER;;;III
1266;David Baldacci;Puterea absoluta 3.0 ;P42_THRILLER;;;IV
1267;David Baldacci;Puterea absoluta 3.0 ;P42_THRILLER;;;V
1268;David Baldacci;Ultima secunda 3.0 ;P42_THRILLER;;;I
1269;David Baldacci;Ultima secunda 3.0 ;P42_THRILLER;;;II
1270;David Baldacci;Ultimul supravietuitor 3.0 ;P42_THRILLER;;;III
1271;David Baldacci;Ultimul supravietuitor 3.0 ;P42_THRILLER;;;IV
1272;David Baldacci;Un simplu geniu 3.0 ;P42_THRILLER;;;V
1273;David Baldacci;Un Simplu Geniu 3.0 ;P42_THRILLER;;;I
1274;David Baldacci;Ziua zero;P42_THRILLER;;;II
1275;David Baldacci;Ziua Zero;P42_THRILLER;;;III
1276;David Brin;Existenta;P22_PROSE_FICTION;;;IV
1277;David Brin;Existenta V1;P22_PROSE_FICTION;;;I
1278;David Brin;Existenta V2;P22_PROSE_FICTION;;;II
1279;David Brin;Existenta V2;P22_PROSE_FICTION;;;III
1280;David Brin;Postasul vine dupa apocalips;P22_PROSE_FICTION;;;IV
1281;David Brin;Postasul vine dupa apocalips;P22_PROSE_FICTION;;;V
1282;David Czuchlewski;Ospiciul muzelor ;P29_ENGLISH_LITERATURE;;;I
1283;David Czuchlewski;Ospiciul Muzelor 09 ;P29_ENGLISH_LITERATURE;;;II
1284;David D. Levine;Mangai labele tatalui meu;P29_ENGLISH_LITERATURE;;;III
1285;David D. Levine;Mangai labele tatalui meu;P29_ENGLISH_LITERATURE;;;IV
1286;David Ebershoff;Daneza;P29_ENGLISH_LITERATURE;;;V
1287;David Ebershoff;Daneza;P29_ENGLISH_LITERATURE;;;I
1288;David Foenkinos;Potentialul erotic al sotiei mele;P45_EROTIC;;;II
1289;David Foenkinos;Potentialul erotic al sotiei mele;P45_EROTIC;;;III
1290;David Gibbins;Atlantida;P41_ADVENTURE;;;IV
1291;David Gibbins;Atlantida;P41_ADVENTURE;;;V
1292;David Gibbins;Aurul cruciatilor;P41_ADVENTURE;;;I
1293;David Gibbins;Aurul cruciatilor;P41_ADVENTURE;;;II
1294;David Gooding;Biblia mit sau adevar ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1295;David Gooding;Biblia mit sau adevar ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1296;David Grossman;Caderea din timp 0.5 ;P29_ENGLISH_LITERATURE;;;V
1297;David Grossman;Caderea din timp 0.5 09 ;P29_ENGLISH_LITERATURE;;;I
1298;David Grossman;Cartea de gramatica interioara 0.5 ;P29_ENGLISH_LITERATURE;;;II
1299;David Grossman;Cartea de gramatica interioara 0.5 07 ;P29_ENGLISH_LITERATURE;;;III
1300;David Grossman;Copii In zig zag 0.5 ;P29_ENGLISH_LITERATURE;;;IV
1301;David Grossman;Copii In zig zag 0.5 07 ;P29_ENGLISH_LITERATURE;;;V
1302;David Grossman;Pana la capatul pamantului ;P29_ENGLISH_LITERATURE;;;I
1303;David Grossman;Pana la capatul pamantului ;P29_ENGLISH_LITERATURE;;;II
1304;David Herbert Lawrence;Fata pierduta;P29_ENGLISH_LITERATURE;;;III
1305;David Herbert Lawrence;Fata pierduta09 ;P29_ENGLISH_LITERATURE;;;IV
1306;David Herbert Lawrence;Femei Indragostite;P29_ENGLISH_LITERATURE;;;I
1307;David Herbert Lawrence;Femei Indragostite;P29_ENGLISH_LITERATURE;;;II
1308;David Herbert Lawrence;Fii si amanti ;P29_ENGLISH_LITERATURE;;;III
1309;David Herbert Lawrence;Fii si amanti 08 ;P29_ENGLISH_LITERATURE;;;IV
1310;David Herbert Lawrence;sarpele cu pene ;P29_ENGLISH_LITERATURE;;;V
1311;David Herbert Lawrence;sarpele cu pene 06 ;P29_ENGLISH_LITERATURE;;;I
1312;David Hewson;Casa papusilor;P42_THRILLER;;;II
1313;David Hewson;Casa papusilor;P42_THRILLER;;;III
1314;David Icke;Copiii matricei;P47_MYSTERY;;;IV
1315;David Icke;Copiii matricei08 ;P47_MYSTERY;;;V
1316;David Icke;Secretul suprem;P47_MYSTERY;;;I
1317;David Icke;Secretul suprem09 ;P47_MYSTERY;;;II
1318;David Ignatius;Un ghem de minciuni;P42_THRILLER;;;III
1319;David Ignatius;Un Ghem De Minciuni;P42_THRILLER;;;IV
1320;David J. Wishart;Chronotetannymenicon ;P22_PROSE_FICTION;;;V
1321;David J. Wishart;Chronotetannymenicon ;P22_PROSE_FICTION;;;I
1322;David Jackson;Nu scoate un sunet ;P29_ENGLISH_LITERATURE;;;II
1323;David Jackson;Nu scoate un sunet ;P29_ENGLISH_LITERATURE;;;III
1324;David Jackson;Planset de copil ;P29_ENGLISH_LITERATURE;;;IV
1325;David Jackson;Planset de copil ;P29_ENGLISH_LITERATURE;;;V
1326;David Joseph Schwartz;Puterea magica a gandului ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1327;David Joseph Schwartz;Puterea magica a gandului 09 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1328;David Leatherberry;Afganistan, lacrimile mele ;P46_WAR;;;III
1329;David Leatherberry;Afganistan, lacrimile mele 06 ;P46_WAR;;;IV
1330;David Levithan;Inca o zi;P29_ENGLISH_LITERATURE;;;V
1331;David Levithan;Inca o zi;P29_ENGLISH_LITERATURE;;;I
1332;David Levithan;Zi dupa zi;P44_YOUTH;;;II
1333;David Levithan;Zi dupa zi;P44_YOUTH;;;III
1334;David Lindsey;Legile tacerii;P42_THRILLER;;;IV
1335;David Lindsey;Legile tacerii;P42_THRILLER;;;I
1336;David Lodge;Crudul adevar;P29_ENGLISH_LITERATURE;;;II
1337;David Lodge;Crudul adevar;P29_ENGLISH_LITERATURE;;;III
1338;David Maine;Gherila galactica;P22_PROSE_FICTION;;;IV
1339;David Maine;Gherila galactica;P22_PROSE_FICTION;;;V
1340;David Marusek;Vanatoarea de capete;P22_PROSE_FICTION;;;I
1341;David Marusek;Vanatoarea de capete;P22_PROSE_FICTION;;;II
1342;David Mitchell;Atlasul norilor;P22_PROSE_FICTION;;;III
1343;David Mitchell;Atlasul Norilor;P22_PROSE_FICTION;;;IV
1344;David Mitchell;Omul de ianuarie;P29_ENGLISH_LITERATURE;;;V
1345;David Mitchell;Omul de ianuarie;P29_ENGLISH_LITERATURE;;;I
1346;David Moles;A treia tabara ;P22_PROSE_FICTION;;;II
1347;David Moles;A treia tabara 09 ;P22_PROSE_FICTION;;;III
1348;David Monnery;Zulu 4. Ultima misiune;P43_ACTION;;;IV
1349;David Monnery;Zulu 4. Ultima misiune;P43_ACTION;;;V
1350;David Moody;Furiosii;P42_THRILLER;;;I
1351;David Moody;Furiosii;P42_THRILLER;;;II
1352;David Morrell;Cartite;P42_THRILLER;;;III
1353;David Morrell;Cartite;P42_THRILLER;;;IV
1354;David Morrell;Rambo;P41_ADVENTURE;;;V
1355;David Morrell;Rambo V1;P41_ADVENTURE;;;I
1356;David Morrell;Rambo V2;P41_ADVENTURE;;;II
1357;David Morrell;Rambo V2;P41_ADVENTURE;;;III
1358;David Nicholls;Dublura ;P29_ENGLISH_LITERATURE;;;IV
1359;David Nicholls;Dublura 08 ;P29_ENGLISH_LITERATURE;;;V
1360;David Nicholls;O zi;P40_LOVE_ROMANTIC;;;I
1361;David Nicholls;O Zi;P40_LOVE_ROMANTIC;;;II
1362;David Park;Comisarul adevarului;P42_THRILLER;;;III
1363;David Park;Comisarul adevarului;P42_THRILLER;;;IV
1364;David Pond;Chakra ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1365;David Pond;Chakra 08 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1366;David Prodan;Memorii ;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;III
1367;David Prodan;Memorii 06 ;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;IV
1368;David R. Hawkins;Ochiul sinelui, de care nimic nu se poate ascunde;BL3_RELIGIONS_OF_THE_WORLD;;;V
1369;David R. Hawkins;Ochiul Sinelui, de care nimic nu se poate ascunde;BL3_RELIGIONS_OF_THE_WORLD;;;I
1370;David R. Hawkins;Putere vs Forta;BL3_RELIGIONS_OF_THE_WORLD;;;II
1371;David R. Hawkins;Putere vs Forta09 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1372;David R. Hawkins;Realitatea, spiritualitatea si omul modern;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1373;David R. Hawkins;Realitatea, spiritualitatea si omul modern09 ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1374;David R. Hawkins;Sinele, realitate si subiectivitate;BL3_RELIGIONS_OF_THE_WORLD;;;I
1375;David R. Hawkins;Sinele, realitate si subiectivitate09 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1376;David Ricardo;Principiile de economie politica si de impunere;HB1_ECONOMIC_THEORY_DEMOGRAPHY;;;III
1377;David Ricardo;Principiile de economie politica si de impunere09 ;HB1_ECONOMIC_THEORY_DEMOGRAPHY;;;IV
1378;David Rowland Grigg;Un cantec Inainte de apus;P22_PROSE_FICTION;;;V
1379;David Rowland Grigg;Un cantec Inainte de apus;P22_PROSE_FICTION;;;I
1380;David S. Landes;Avutia si saracia natiunilor;F1_HISTORY;;;II
1381;David S. Landes;Avutia si saracia natiunilor;F1_HISTORY;;;III
1382;David Sava;Sarmizegetusa, cuib de vulturi;P44_YOUTH;;;IV
1383;David Sava;Sarmizegetusa, Cuib De Vulturi;P44_YOUTH;;;V
1384;David Stuard Davis;Sherlock Holmes si afacerea Hentzau;P20_DRAMA;;;I
1385;David Stuard Davis;Sherlock Holmes si afacerea Hentzau;P20_DRAMA;;;II
1386;David Wallace;Matura sistemului;P29_ENGLISH_LITERATURE;;;III
1387;David Wallace;Matura sistemului09 ;P29_ENGLISH_LITERATURE;;;IV
1388;David Wolverton;Dupa o iarna salbatica;P22_PROSE_FICTION;;;V
1389;David Wolverton;Dupa o iarna salbatica;P22_PROSE_FICTION;;;I
1390;Dawn Stewardson;Spaima In paradis;P40_LOVE_ROMANTIC;;;II
1391;Dawn Stewardson;Spaima In paradis09 ;P40_LOVE_ROMANTIC;;;III
1392;Day Leclaire;Sotie pentru o noapte;P40_LOVE_ROMANTIC;;;IV
1393;Day Leclaire;Sotie pentru o noapte;P40_LOVE_ROMANTIC;;;I
1394;Dea Loher;Barba albastra ;P48_THEATRE;;;II
1395;Dea Loher;Barba albastra 09 ;P48_THEATRE;;;III
1396;Dean Devlin & Roland Emmerich & Stephen Molstad;Ziua independentei 1.4 ;P22_PROSE_FICTION;;;IV
1397;Dean Devlin & Roland Emmerich & Stephen Molstad;Ziua independentei 1.4 ;P22_PROSE_FICTION;;;V
1398;Dean R. Koontz;Betia sangelui;P42_THRILLER;;;I
1399;Dean R. Koontz;Betia sangelui;P42_THRILLER;;;II
1400;Dean R. Koontz;Casa tunetului;P42_THRILLER;;;III
1401;Dean R. Koontz;Casa Tunetului;P42_THRILLER;;;IV
1402;Dean R. Koontz;Chipul;P42_THRILLER;;;V
1403;Dean R. Koontz;Chipul;P42_THRILLER;;;I
1404;Dean R. Koontz;Invazia;P42_THRILLER;;;II
1405;Dean R. Koontz;Invazia;P42_THRILLER;;;III
1406;Dean R. Koontz;La un pas de Paradis;P42_THRILLER;;;IV
1407;Dean R. Koontz;La un pas de Paradis;P42_THRILLER;;;V
1408;Dean R. Koontz;Masca;P42_THRILLER;;;I
1409;Dean R. Koontz;Masca;P42_THRILLER;;;II
1410;Dean R. Koontz;Miezul noptii ;P42_THRILLER;;;III
1411;Dean R. Koontz;Miezul noptii ;P42_THRILLER;;;IV
1412;Dean R. Koontz;Mr. Murder;P42_THRILLER;;;V
1413;Dean R. Koontz;Mr. Murder;P42_THRILLER;;;I
1414;Dean R. Koontz;Muza 1.1 ;P42_THRILLER;;;II
1415;Dean R. Koontz;Muza 1.1 ;P42_THRILLER;;;III
1416;Dean R. Koontz;Raurile Intunecate ale inimii;P42_THRILLER;;;IV
1417;Dean R. Koontz;Raurile Intunecate ale inimii;P42_THRILLER;;;V
1418;Dean R. Koontz;Salasul raului;P42_THRILLER;;;I
1419;Dean R. Koontz;Salasul raului;P42_THRILLER;;;II
1420;Dean R. Koontz;soapte;P42_THRILLER;;;III
1421;Dean R. Koontz;soapte;P42_THRILLER;;;IV
1422;Dean R. Koontz;Sotul;P42_THRILLER;;;I
1423;Dean R. Koontz;Sotul;P42_THRILLER;;;II
1424;Dean R. Koontz;Speranta de viata;P42_THRILLER;;;III
1425;Dean R. Koontz;Speranta de viata;P42_THRILLER;;;IV
1426;Dean R. Koontz;Ucigasi In numele Domnului;P42_THRILLER;;;V
1427;Dean R. Koontz;Ucigasi In numele Domnului;P42_THRILLER;;;I
1428;Dean R. Koontz;Unicul supravietuitor;P42_THRILLER;;;II
1429;Dean R. Koontz;Unicul supravietuitor;P42_THRILLER;;;III
1430;Deb Stover;Inelul de coral roz;P40_LOVE_ROMANTIC;;;IV
1431;Deb Stover;Inelul De Coral Roz08 ;P40_LOVE_ROMANTIC;;;V
1432;Deb Stover;Jocul cu focul;P40_LOVE_ROMANTIC;;;I
1433;Deb Stover;Jocul Cu Focul09 ;P40_LOVE_ROMANTIC;;;II
1434;Deb Stover;O chestiune de Incredere;P40_LOVE_ROMANTIC;;;III
1435;Deb Stover;O chestiune de Incredere;P40_LOVE_ROMANTIC;;;IV
1436;Debbie Ford;Drumuri catre tine ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1437;Debbie Ford;Drumuri catre tine 02 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1438;Debbie Ford;Intrebarile potrivite;R1_MEDICINE_GENERAL;;;II
1439;Debbie Ford;Intrebarile potrivite;R1_MEDICINE_GENERAL;;;III
1440;Debi Gliori;Magie de-a dreptul ucigatoare;P44_YOUTH;;;IV
1441;Debi Gliori;Magie de-a dreptul ucigatoare;P44_YOUTH;;;V
1442;Deborah;Ejaculare feminina ;P45_EROTIC;;;I
1443;Deborah;Ejaculare feminina 08 ;P45_EROTIC;;;II
1444;Deborah Bee;Ultima amintire;P29_ENGLISH_LITERATURE;;;III
1445;Deborah Bee;Ultima amintire;P29_ENGLISH_LITERATURE;;;IV
1446;Deborah Smith;Surpriza;P40_LOVE_ROMANTIC;;;V
1447;Deborah Smith;Surpriza;P40_LOVE_ROMANTIC;;;I
1448;Debra Dean;Madonele din Leningrad;P29_ENGLISH_LITERATURE;;;II
1449;Debra Dean;Madonele din Leningrad;P29_ENGLISH_LITERATURE;;;III
1450;Debra Dixon;Flori pentru o mireasa uituca;P40_LOVE_ROMANTIC;;;IV
1451;Debra Dixon;Flori pentru o mireasa uituca;P40_LOVE_ROMANTIC;;;I
1452;Debra Dixon;Frumoasele gemene;P40_LOVE_ROMANTIC;;;II
1453;Debra Dixon;Frumoasele Gemene;P40_LOVE_ROMANTIC;;;III
1454;Debra Dixon;Iarna In Montana;P40_LOVE_ROMANTIC;;;IV
1455;Debra Dixon;Iarna In Montana;P40_LOVE_ROMANTIC;;;V
1456;Debra Dixon;Mai mult ca odinioara;P40_LOVE_ROMANTIC;;;I
1457;Debra Dixon;Mai mult ca odinioara;P40_LOVE_ROMANTIC;;;II
1458;Debra Dixon;O noua sansa;P40_LOVE_ROMANTIC;;;III
1459;Debra Dixon;O noua sansa;P40_LOVE_ROMANTIC;;;IV
1460;Debra Dixon;Un barbat dur;P40_LOVE_ROMANTIC;;;V
1461;Debra Dixon;Un barbat dur;P40_LOVE_ROMANTIC;;;I
1462;Debra Driza;Mila- Mila 2.0;P22_PROSE_FICTION;;;II
1463;Debra Driza;Mila- Mila 2.0;P22_PROSE_FICTION;;;III
1464;Debra Driza;Mila- Tradarea;P22_PROSE_FICTION;;;IV
1465;Debra Driza;Mila- Tradarea;P22_PROSE_FICTION;;;V
1466;Debra Webb;Capcane Inselatoare;P40_LOVE_ROMANTIC;;;I
1467;Debra Webb;Capcane Inselatoare;P40_LOVE_ROMANTIC;;;II
1468;Deepak Chopra;Calea magului ;BL3_RELIGIONS_OF_THE_WORLD;;;III
1469;Deepak Chopra;Calea Magului 09 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
1470;Deepak Chopra;Efectul umbrei. Revelarea puterii ascunse a sinelui tau real ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1471;Deepak Chopra;Efectul umbrei. Revelarea puterii ascunse a sinelui tau real 08 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1472;Delia Fiallo;Kassandra;P40_LOVE_ROMANTIC;;;II
1473;Delia Fiallo;Kassandra;P40_LOVE_ROMANTIC;;;III
1474;Delia Oprea;Veghea natiunii naste Ingeri;P29_ENGLISH_LITERATURE;;;IV
1475;Delia Oprea;Veghea natiunii naste Ingeri;P29_ENGLISH_LITERATURE;;;V
1476;Delia Suiogan;Simbolica ritualurilor de trecere 0.3 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1477;Delia Suiogan;Simbolica Ritualurilor De Trecere 0.3 09 ;BL3_RELIGIONS_OF_THE_WORLD;;;II
1478;Delia Zahareanu;Fildes ;P29_ENGLISH_LITERATURE;;;III
1479;Delia Zahareanu;Fildes 09 ;P29_ENGLISH_LITERATURE;;;IV
1480;Deliu Stejan;Edna ;P29_ENGLISH_LITERATURE;;;I
1481;Deliu Stejan;Edna ;P29_ENGLISH_LITERATURE;;;II
1482;Demostene Andronescu;Reeducarea de la Aiud ;HX1_SOCIALISM_COMMUNISM_ANARCHISM;;;III
1483;Demostene Andronescu;Reeducarea de la Aiud 09 ;HX1_SOCIALISM_COMMUNISM_ANARCHISM;;;IV
1484;Denis de Rougemont;Partea diavolului ;BL3_RELIGIONS_OF_THE_WORLD;;;V
1485;Denis de Rougemont;Partea diavolului 09 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
1486;Denis Johnson;Arborele de fum;P41_ADVENTURE;;;II
1487;Denis Johnson;Arborele de fum;P41_ADVENTURE;;;III
1488;Denise Egerton;O femeie cutezatoare;P40_LOVE_ROMANTIC;;;IV
1489;Denise Egerton;O femeie cutezatoare;P40_LOVE_ROMANTIC;;;V
1490;Denise Egerton;Pe un soare arzator;P40_LOVE_ROMANTIC;;;I
1491;Denise Egerton;Pe un soare arzator;P40_LOVE_ROMANTIC;;;II
1492;Denise Noel;Conacul fermecat;P40_LOVE_ROMANTIC;;;III
1493;Denise Noel;Conacul Fermecat;P40_LOVE_ROMANTIC;;;IV
1494;Denise Robins;Aceasta unica noapte;P40_LOVE_ROMANTIC;;;V
1495;Denise Robins;Aceasta unica noapte;P40_LOVE_ROMANTIC;;;I
1496;Denise Robins;Am iubit de doua ori;P40_LOVE_ROMANTIC;;;II
1497;Denise Robins;Am iubit de doua ori09 ;P40_LOVE_ROMANTIC;;;III
1498;Denise Robins;Cantecul privighetorii;P40_LOVE_ROMANTIC;;;IV
1499;Denise Robins;Cantecul privighetorii09 ;P40_LOVE_ROMANTIC;;;V
1500;Denise Robins;Deznadejde si extaz;P40_LOVE_ROMANTIC;;;I
1501;Denise Robins;Deznadejde si extaz;P40_LOVE_ROMANTIC;;;II
1502;Denise Robins;Extaz venetian;P40_LOVE_ROMANTIC;;;III
1503;Denise Robins;Extaz venetian;P40_LOVE_ROMANTIC;;;IV
1504;Denise Robins;O femeie In cautarea dragostei;P40_LOVE_ROMANTIC;;;V
1505;Denise Robins;O femeie In cautarea dragostei09 ;P40_LOVE_ROMANTIC;;;I
1506;Denise Robins;O inima sagetata;P40_LOVE_ROMANTIC;;;II
1507;Denise Robins;O inima sagetata08 ;P40_LOVE_ROMANTIC;;;III
1508;Denise Robins;Puterea de sacrificiu;P40_LOVE_ROMANTIC;;;IV
1509;Denise Robins;Puterea De Sacrificiu;P40_LOVE_ROMANTIC;;;I
1510;Denise Robins;Sa iubesti din nou;P40_LOVE_ROMANTIC;;;II
1511;Denise Robins;Sa iubesti din nou;P40_LOVE_ROMANTIC;;;III
1512;Denise Robins;Sa nu dai niciodata totul;P40_LOVE_ROMANTIC;;;IV
1513;Denise Robins;Sa nu dai niciodata totul;P40_LOVE_ROMANTIC;;;V
1514;Denise Robins;Sarbatoarea s-a sfarsit;P40_LOVE_ROMANTIC;;;I
1515;Denise Robins;Sarbatoarea s-a sfarsit09 ;P40_LOVE_ROMANTIC;;;II
1516;Denise Robins;Sclava;P40_LOVE_ROMANTIC;;;III
1517;Denise Robins;Sclava;P40_LOVE_ROMANTIC;;;IV
1518;Denise Robins;Splendoarea desertului;P40_LOVE_ROMANTIC;;;V
1519;Denise Robins;Splendoarea desertului02 ;P40_LOVE_ROMANTIC;;;I
1520;Denise Robins;Timpul iubirii;P40_LOVE_ROMANTIC;;;II
1521;Denise Robins;Timpul Iubirii;P40_LOVE_ROMANTIC;;;III
1522;Denise Robins;Tristete;P40_LOVE_ROMANTIC;;;IV
1523;Denise Robins;Tristete;P40_LOVE_ROMANTIC;;;V
1524;Denise Robins;Umbra;P40_LOVE_ROMANTIC;;;I
1525;Denise Robins;Umbra;P40_LOVE_ROMANTIC;;;II
1526;Denise Robins;Vantul Orientului;P40_LOVE_ROMANTIC;;;III
1527;Denise Robins;Vantul Orientului09 ;P40_LOVE_ROMANTIC;;;IV
1528;Denise Robins;Visul meu;P40_LOVE_ROMANTIC;;;V
1529;Denise Robins;Visul Meu;P40_LOVE_ROMANTIC;;;I
1530;Dennis Lehane;Disparuta fara urma;P29_ENGLISH_LITERATURE;;;II
1531;Dennis Lehane;Disparuta fara urma 1.1 ;P29_ENGLISH_LITERATURE;;;III
1532;Dennis Lehane;Misterele fluviului;P29_ENGLISH_LITERATURE;;;IV
1533;Dennis Lehane;Misterele fluviului;P29_ENGLISH_LITERATURE;;;V
1534;Dennis Marlock;Leader Cobra;P22_PROSE_FICTION;;;I
1535;Dennis Marlock;Leader Cobra;P22_PROSE_FICTION;;;II
1536;Dennis Mcshade;Contractul crimei;P42_THRILLER;;;III
1537;Dennis Mcshade;Contractul Crimei;P42_THRILLER;;;IV
1538;Dennis Mcshade;Mana dreapta a diavolului;P42_THRILLER;;;I
1539;Dennis Mcshade;Mana dreapta a diavolului;P42_THRILLER;;;II
1540;Dennis Mcshade;Ritualul crimei;P42_THRILLER;;;III
1541;Dennis Mcshade;Ritualul Crimei;P42_THRILLER;;;IV
1542;Deon Meyer;Treisprezece ore;P42_THRILLER;;;V
1543;Deon Meyer;Treisprezece ore;P42_THRILLER;;;I
1544;DeSales Harrison;Adancuri salbatice;P29_ENGLISH_LITERATURE;;;II
1545;DeSales Harrison;Adancuri salbatice;P29_ENGLISH_LITERATURE;;;III
1546;Dezso Kosztolanyi;Ciocarlia;P29_ENGLISH_LITERATURE;;;IV
1547;Dezso Kosztolanyi;Ciocarlia;P29_ENGLISH_LITERATURE;;;V
1548;Diana Alzner;Fereastra din spate;P22_PROSE_FICTION;;;I
1549;Diana Alzner;Fereastra Din Spate;P22_PROSE_FICTION;;;II
1550;Diana Alzner;Liber arbitru ;P22_PROSE_FICTION;;;III
1551;Diana Alzner;Liber Arbitru ;P22_PROSE_FICTION;;;IV
1552;Diana Alzner;Pacla ;P22_PROSE_FICTION;;;V
1553;Diana Alzner;Pacla 09 ;P22_PROSE_FICTION;;;I
1554;Diana Alzner;Praf minune ;P22_PROSE_FICTION;;;II
1555;Diana Alzner;Praf Minune ;P22_PROSE_FICTION;;;III
1556;Diana Alzner;Trovantul;P22_PROSE_FICTION;;;IV
1557;Diana Alzner;Trovantul;P22_PROSE_FICTION;;;V
1558;Diana Cliperton;Taietorul de lemne ;P40_LOVE_ROMANTIC;;;I
1559;Diana Cliperton;Taietorul de lemne 08 ;P40_LOVE_ROMANTIC;;;II
1560;Diana Florina Cosmin;Povestile unei inimi ;P40_LOVE_ROMANTIC;;;III
1561;Diana Florina Cosmin;Povestile unei inimi 08 ;P40_LOVE_ROMANTIC;;;IV
1562;Diana Luppi;Evolutie planetara;BL3_RELIGIONS_OF_THE_WORLD;;;V
1563;Diana Luppi;Evolutie planetara;BL3_RELIGIONS_OF_THE_WORLD;;;I
1564;Diana Matheus;Alta femeie;P40_LOVE_ROMANTIC;;;II
1565;Diana Matheus;Alta femeie;P40_LOVE_ROMANTIC;;;III
1566;Diane Chamberlain;Secrete si tradari;P40_LOVE_ROMANTIC;;;IV
1567;Diane Chamberlain;Secrete si tradari V1;P40_LOVE_ROMANTIC;;;I
1568;Diane Chamberlain;Secrete si tradari V2;P40_LOVE_ROMANTIC;;;II
1569;Diane Chamberlain;Secrete si tradari V2;P40_LOVE_ROMANTIC;;;III
1570;Diane Crawford;Insula de safir;P40_LOVE_ROMANTIC;;;IV
1571;Diane Crawford;Insula De Safir;P40_LOVE_ROMANTIC;;;V
1572;Diane Haeger;Curtezana;P29_ENGLISH_LITERATURE;;;I
1573;Diane Haeger;Curtezana;P29_ENGLISH_LITERATURE;;;II
1574;Diane Setterfield;A 13-a poveste;P29_ENGLISH_LITERATURE;;;III
